ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
243,10560,170,74,960
146,6700,182,74,440
164,7333,181,68,880
112,4880,182,52,680
153,6644,176,66,860
62,2594,109,24,310
96,4040,126,37,510
222,9470,172,68,880
126,5720,164,90,1170
135,5810,183,80,1040
56,2710,176,49,630
225,9730,162,107,1400
86,3492,100,15,180
100,4200,158,34,450
176,7290,181,106,820
98,4150,172,13,170
114,4690,171,26,340
145,6466,176,76,990
161,6870,182,41,540
36,1920,162,36,470
130,5100,146,36,470
72,3052,156,20,260
65,2660,91,3,40
143,5840,172,102,1330
62,2930,140,4,50
84,3400,125,32,420
112,4470,182,38,490
142,5687,175,69,899
146,5968,159,49,639
90,3660,182,35,470
98,4040,160,34,440
76,3340,178,7,90
67,2720,171,28,370
114,4380,136,28,360
77,3300,149,46,450
95,3930,169,42,550
67,2700,130,32,420
83,3800,183,13,170
41,2080,180,21,270
48,2320,180,37,480
130,5660,173,59,770
265,10929,120,38,490
96,3750,142,49,480
97,4300,176,84,1090
78,3424,173,28,360
101,4550,153,32,420
109,4670,156,28,360
134,6190,179,67,860
100,4780,159,68,880
34,1550,96,23,299
201,8810,171,86,1120
206,9270,181,64,840
110,5000,175,70,910
124,5570,184,86,1120
112,4924,181,22,280
44,2330,156,27,350
138,6340,170,81,1050
152,6300,178,56,730
65,2920,124,38,490
111,4480,153,40,520
244,10560,185,75,980
77,3310,169,14,180
76,3580,158,25,330
27,1500,135,15,200
78,3410,177,22,290
94,4158,171,39,510
82,3900,180,13,170
100,4320,88,21,270
40,2080,172,26,340
86,3850,185,58,750
64,2870,183,32,420
89,3870,172,31,400
98,3880,126,23,300
62,2844,176,8,100
88,3830,166,65,850
134,6390,179,117,1521
150,6716,175,130,1690
78,3841,155,23,300
158,6650,181,37,480
103,4840,157,110,1430
102,4410,164,26,340
176,8010,184,58,760
82,3668,183,40,520
127,5474,172,43,540
152,7020,160,127,1651
124,5600,176,55,720
118,5170,175,56,728
76,3200,130,51,660
110,4680,153,25,320
76,3350,153,15,200
134,5960,178,38,490
114,5050,183,41,530
83,3750,177,73,950
73,3390,166,38,490
172,7000,167,64,830
84,3740,172,27,350
131,5310,129,30,390
143,5940,157,84,1090
143,6610,166,63,820
86,3480,111,15,140
174,7060,177,80,1039
77,3150,174,9,120
33,1940,165,14,180
53,2240,90,20,260
105,4744,185,111,1440
108,4560,166,33,430
109,4300,107,27,350
125,5230,178,59,770
121,5300,173,24,310
105,4975,177,25,330
87,3795,177,24,310
70,2950,180,63,820
206,8784,175,64,830
88,4100,135,17,220
109,4903,169,38,490
85,3670,183,24,310
202,9192,178,93,1210
56,2510,171,5,70
110,4580,130,49,580
102,4431,179,64,830
137,6030,179,105,1370
249,10169,176,78,1020
36,2150,160,57,740
53,2470,151,18,230
70,3184,163,10,130
135,5350,111,28,370
131,5280,168,41,611
122,5290,179,32,420
213,8400,171,61,790
197,8100,184,73,950
126,5460,177,73,950
122,5224,172,47,610
89,4140,177,33,430
73,3010,148,27,350
154,6630,173,74,960
85,3337,147,26,340
122,5270,182,55,710
159,7100,181,74,962
171,5945,173,38,490
159,6690,176,83,1079
175,7540,168,76,988
94,3860,119,50,650
107,4400,164,36,470
92,4400,175,50,650
114,4728,159,37,480
161,7090,178,45,590
116,4940,156,22,290
62,3030,168,36,470
167,6935,182,44,570
101,4436,161,49,660
43,2160,183,38,490
49,2350,183,20,260
108,4800,162,48,620
98,4370,174,38,490
156,6890,150,51,660
88,3800,139,35,460
215,9682,180,58,760
42,2160,170,7,90
73,3170,81,14,182
70,2911,149,36,470
129,5450,176,42,90
123,4490,64,8,100
85,3340,108,23,299
142,6440,171,61,790
86,3370,140,33,430
148,6510,173,54,700
66,2780,135,22,280
67,3146,155,22,270
128,5830,144,51,660
58,2450,79,14,182
52,2300,170,8,100
107,4440,124,18,230
121,5283,148,63,490
136,5860,174,38,490
34,1620,121,14,180
95,3800,103,22,290
44,1820,57,5,65
41,1890,158,35,455
32,1600,74,11,140
109,4666,156,53,690
89,4032,168,98,860
107,4571,157,64,460
156,6600,159,82,1070
165,6850,175,115,970
109,4900,178,38,490
99,4400,156,31,400
45,1850,155,39,510
38,1740,103,11,143
74,3130,130,14,180
126,5200,168,16,210
70,2800,79,38,490
102,4770,158,22,300
160,6920,155,68,620
28,1480,179,44,570
58,2489,109,38,490
84,3790,171,26,340
101,4072,161,65,850
190,8400,180,56,730
216,9447,171,85,1110
131,5550,172,31,400
32,1520,154,4,50
84,3540,154,38,500
119,5501,182,91,1180
124,5505,170,45,590
58,2558,165,55,720
135,6140,128,30,390
134,5860,177,74,960
140,5913,175,54,700
165,6890,174,35,450
132,6030,177,35,460
128,5650,169,75,980
57,2798,166,30,390
124,5392,158,26,340
34,1510,163,6,80
151,6142,162,38,530
68,3020,152,46,600
144,5780,165,20,270
150,6612,181,74,960
154,6839,178,61,790
136,5619,174,40,520
169,6900,157,52,680
132,5379,172,38,490
85,3380,124,27,350
139,6170,177,80,1040
123,5520,176,36,470
132,5610,177,38,490
125,5780,173,25,330
113,4703,175,13,170
96,3950,176,38,490
213,9292,175,38,490
160,6592,180,80,1040
128,5710,188,69,900
115,4610,151,26,330
151,6644,187,49,640
141,5920,174,42,550
105,4460,159,78,1010
128,5492,179,87,1130
122,5397,171,40,520
113,4580,116,39,510
125,5130,142,50,650
117,5042,180,46,600
76,3280,153,52,676
60,2500,64,38,490
106,4700,164,58,730
61,2580,90,15,200
61,2635,149,44,450
65,2700,82,9,110
168,7240,179,32,420
80,3200,173,20,260
226,9560,163,69,900
192,8431,185,92,1200
60,2750,184,62,810
152,6900,175,71,920
100,4000,172,36,470
119,4880,172,40,420
51,2060,176,38,490
51,2050,108,5,70
194,8410,181,169,1720
170,6750,173,111,490
135,5930,180,46,600
91,3909,175,52,670
64,3080,139,26,338
74,3110,183,13,170
75,3180,184,71,920
60,3050,174,11,143
155,6430,173,95,1240
142,6045,172,39,510
149,6350,176,26,338
98,4220,178,30,390
66,2870,153,11,140
65,2900,181,16,210
81,3690,172,17,220
84,3772,169,42,550
125,5665,182,46,600
58,2740,172,21,280
75,3920,186,34,440
65,2799,181,28,490
60,2560,133,21,270
96,3955,158,28,360
91,3950,175,24,320
74,3300,181,20,260
83,3630,181,38,490
74,3040,175,67,870
54,2540,176,18,230
48,2150,163,15,200
114,5000,158,43,260
71,3080,175,31,410
42,2030,137,28,360
114,4820,164,55,720
130,5810,181,28,370
102,4380,170,35,460
77,3378,116,17,220
235,9914,176,50,650
118,5110,121,39,510
157,6700,184,78,970
120,4990,186,88,1240
273,11256,139,75,980
134,5863,167,67,500
102,3800,142,28,360
194,8271,168,38,490
199,8060,157,38,490
89,4030,176,41,530
74,3170,165,52,679
34,1680,143,11,140
88,4180,157,24,310
146,6354,173,63,820
71,3200,172,34,440
90,3730,144,25,330
105,4562,175,31,410
114,5355,156,60,780
251,11250,182,94,1220
265,11813,175,104,1350
147,6800,170,59,770
39,1610,54,3,40
129,5600,181,78,1014
88,3700,142,53,550
79,3800,173,45,590
109,4408,170,27,350
116,5280,178,30,390
135,5940,179,78,1010
40,1930,153,16,210
134,5750,181,38,490
43,2070,166,3,40
241,10802,167,84,1090
119,5120,170,75,980
28,1180,61,6,80
25,1225,162,18,230
145,6839,184,38,490
80,3860,127,34,440
140,6471,185,63,820
86,3670,176,64,830
154,6640,167,39,510
135,5905,177,43,470
102,4350,172,105,1365
77,3390,169,53,700
232,10250,178,88,1140
154,6750,175,65,850
159,7278,178,35,460
213,9400,163,85,720
245,10530,148,65,850
55,2270,91,18,240
125,5160,180,29,380
120,4863,128,38,490
118,5340,171,64,830
119,5430,176,24,310
111,4648,180,29,380
219,10040,185,85,1220
120,5040,189,18,418
113,4920,187,38,490
125,5400,183,44,580
130,5640,175,41,540
139,6090,180,71,920
169,7476,20,38,490
140,5720,156,57,740
101,4372,170,66,860
100,4195,152,26,340
77,3300,185,24,310
128,5440,173,49,640
72,2970,161,38,490
215,9968,176,62,790
179,8213,182,81,1060
147,6550,181,57,740
69,2920,168,21,270
90,4210,178,31,400
127,5430,164,51,660
161,6950,171,138,1019
76,3530,180,49,640
133,5520,164,45,590
131,5675,185,46,600
140,6470,187,35,450
112,4620,145,48,620
126,5270,173,38,490
149,6340,177,64,830
75,2970,132,31,400
106,4420,167,19,250
156,6698,179,38,490
126,5120,181,66,860
119,4580,147,55,720
140,6421,180,49,640
140,5670,180,95,1230
122,5560,171,63,820
161,6890,177,42,550
132,5240,151,31,410
85,3570,157,60,780
120,4970,172,35,460
109,4581,176,39,510
77,3610,183,48,620
111,4650,181,125,1630
104,4750,188,38,490
123,4916,175,66,860
46,2150,125,24,310
135,5700,179,63,820
52,2330,174,38,490
86,3660,152,53,690
135,5950,171,67,880
133,5750,176,90,1170
143,6150,184,84,1090
188,7995,159,61,790
73,2807,87,17,220
154,6890,165,67,870
63,2880,152,13,1609
70,3050,155,70,910
58,2580,138,16,210
60,2830,79,6,78
58,2740,121,23,300
98,4240,182,47,610
52,2730,155,38,490
76,3520,135,14,196
111,4957,174,34,440
45,1980,60,9,117
113,4800,155,33,430
54,2650,175,34,440
50,2200,126,12,156
67,2850,152,41,540
44,2021,164,23,460
32,1550,87,9,117
45,1940,122,17,221
34,1760,103,22,286
267,11791,168,95,1240
175,7720,179,87,1130
42,1940,149,3,39
83,3530,83,22,290
195,8130,163,78,1010
160,7142,176,113,1470
40,1830,82,7,91
41,1840,106,28,364
59,2648,163,43,560
103,3950,106,23,300
100,4010,119,42,550
90,3600,131,28,360
129,5710,169,16,210
135,6140,168,44,570
251,10942,180,96,1250
107,4400,145,17,140
107,4349,143,17,220
37,1850,144,3,40
88,3880,177,26,340
58,2460,113,38,490
106,4460,158,29,380
61,2730,171,22,290
144,6230,171,75,970
130,5690,170,58,750
33,1550,157,47,610
72,3250,157,50,390
230,9400,142,36,470
67,2720,101,11,140
83,3300,128,18,230
93,3600,114,21,270
162,6800,156,51,660
82,3542,127,30,390
147,6690,177,70,910
175,7378,172,68,890
124,5430,185,93,1210
134,5310,160,30,390
89,3640,108,26,340
145,6517,179,31,400
130,5801,175,49,640
119,4550,150,38,490
90,4090,180,51,770
59,2740,176,9,120
113,4900,172,56,730
50,2550,167,30,390
48,2299,170,24,310
143,6331,175,22,290
154,6250,161,77,630
148,6368,146,22,290
140,5830,175,59,770
139,6000,182,44,570
39,1880,178,14,180
154,6520,156,25,330
136,5760,173,64,830
195,8480,180,38,490
113,4960,169,46,600
215,9247,172,70,920
115,5410,165,36,470
120,5592,179,56,730
152,6380,169,61,790
149,6435,169,75,970
116,5490,179,67,870
135,5800,177,56,720
127,5514,176,40,520
168,6690,180,37,480
174,7669,160,71,920
57,2770,161,30,390
110,4590,180,64,811
101,4200,136,38,490
140,5990,182,42,674
96,3960,135,18,248
99,4380,141,26,340
121,5551,157,29,380
70,2926,159,11,140
124,5210,179,52,680
154,6385,156,65,850
148,6400,174,38,490
67,3233,155,45,580
68,3180,169,27,380
109,5100,182,30,390
95,4104,164,67,870
99,4060,181,65,850
152,6802,188,89,1160
103,3890,99,38,490
81,3900,173,69,900
128,5590,184,74,960
63,2980,81,17,220
98,4235,166,38,490
233,10312,171,70,910
169,7388,181,82,1070
105,4521,175,37,480
93,3920,177,21,270
51,2180,175,38,490
120,5420,160,29,370
118,4890,157,42,540
113,5080,177,26,340
106,4490,175,22,290
97,3620,92,8,100
114,4830,172,38,490
71,2890,83,22,280
78,3200,111,14,180
97,3870,155,37,480
78,3280,152,35,460
50,1900,184,6,80
68,3000,176,24,312
236,10475,173,76,1099
98,4230,127,40,520
98,4261,166,14,180
137,6073,178,31,400
68,3050,181,13,170
60,2850,173,20,260
64,2910,171,32,420
37,2040,160,25,320
42,2210,165,12,150
85,3730,178,35,460
167,7147,169,53,690
78,3120,105,21,270
73,3310,150,10,130
88,3700,166,48,620
78,3460,156,46,600
69,2789,121,26,340
159,6800,166,23,300
87,3750,178,16,210
119,5260,178,33,429
116,5243,161,53,300
144,6220,181,38,490
50,2254,161,20,260
68,2884,152,15,15
63,3070,153,38,490
105,5100,141,65,850
36,1810,67,10,130
177,7878,182,127,1650
83,3930,176,38,499
88,3720,179,38,490
106,4560,171,38,490
96,4200,106,21,270
107,4350,143,35,460
123,5000,174,29,380
152,6603,174,38,490
129,5490,183,46,600
66,5497,165,66,860
155,6900,175,60,780
149,6310,170,81,1060
33,1560,137,14,180
61,2930,163,29,380
70,3140,171,47,610
138,5660,172,85,600
112,4700,133,61,790
30,1490,130,24,310
98,4000,133,20,220
31,1820,132,26,340
72,3100,174,38,490
84,3700,175,49,640
168,7260,173,68,880
164,7183,177,75,980
51,2260,176,26,240
117,5100,178,67,870
148,6250,176,60,780
80,3300,178,38,490
33,1500,130,15,200
128,5820,170,66,858
162,7301,184,118,1539
99,4350,175,31,410
128,5530,183,106,1378
121,6082,179,123,1599
255,11546,181,94,1230
64,2771,92,14,180
68,2980,161,34,440
119,5557,180,54,700
101,4490,170,38,490
67,2730,178,24,310
140,5970,180,116,1120
132,5170,159,41,560
116,4988,175,43,560
66,2840,104,42,550
104,4293,153,43,646
81,3550,177,23,300
233,10180,178,65,850
130,5446,172,45,590
104,4400,163,33,430
158,6760,179,110,1439
143,6780,172,104,1350
111,4400,164,40,520
119,4920,147,21,280
124,5188,182,50,650
106,4220,174,46,600
94,4210,158,30,390
88,3950,153,47,610
109,4690,148,35,450
187,8140,167,92,1200
133,5700,172,54,700
143,6170,164,61,790
101,4190,172,35,460
78,3700,150,29,380
244,10000,178,65,850
66,3040,165,18,230
50,2243,162,21,270
70,3225,173,32,420
78,3520,187,38,490
66,2960,175,48,658
64,3010,187,34,440
118,5310,177,74,960
146,6353,173,53,690
74,3650,171,42,550
128,5270,180,35,460
105,4210,145,38,490
130,5510,166,40,520
43,1870,87,11,140
83,3480,178,48,624
126,4880,100,25,325
99,4422,177,32,420
130,5827,179,42,550
91,3690,168,39,510
148,6794,133,70,910
133,5820,174,67,870
114,4830,172,81,1050
152,6844,183,52,680
50,2110,109,14,180
47,2327,185,20,260
114,5080,172,49,640
76,3660,181,41,530
140,6180,177,71,920
79,3574,151,30,390
53,2540,178,33,429
64,2870,159,22,290
62,2680,176,17,220
39,2050,160,8,100
39,1800,138,4,50
73,3270,118,5,65
101,4210,133,31,400
113,4410,121,27,360
136,5959,169,96,1248
115,4590,171,34,440
78,3090,146,28,360
110,5070,142,37,480
66,2650,82,6,80
56,2520,171,9,120
51,2160,161,7,90
99,4780,173,34,440
64,2390,64,10,130
60,2730,133,10,130
51,2460,128,14,180
47,2400,166,25,325
53,2250,147,12,160
46,1960,96,15,195
92,3430,99,24,310
35,1456,31,8,100
42,1720,74,10,130
50,2130,76,38,490
42,2036,115,16,210
70,2790,94,22,290
116,4960,189,38,490
170,7274,180,71,970
40,1628,54,7,91
45,2020,122,38,490
158,6790,177,81,1050
65,2930,96,21,270
66,2950,132,38,490
93,3740,126,21,270
165,7270,187,37,481
198,8790,186,19,250
78,3210,170,30,390
76,3270,180,43,559
90,3770,124,26,340
72,3600,171,38,500
86,3560,172,37,480
32,1700,167,20,260
32,1580,172,52,680
43,2050,161,11,140
70,2710,92,38,490
87,3530,173,27,350
87,3582,140,12,160
153,5760,131,38,490
166,6670,174,68,880
148,6620,168,38,490
92,3830,179,56,730
185,8008,179,32,420
113,3705,4,38,490
99,3900,93,29,340
163,6630,177,96,1240
160,6840,131,48,620
245,10543,171,69,900
137,6000,181,46,600
126,5519,182,42,540
147,6440,182,85,1105
132,5500,118,23,299
122,5125,170,32,420
83,3415,112,23,299
181,7823,178,38,490
68,2950,148,17,220
62,2620,177,16,210
57,2620,172,15,200
64,3100,184,51,660
119,5050,176,60,780
126,5320,178,42,550
137,5570,180,66,860
147,6548,181,58,750
112,5030,175,22,290
130,4970,164,29,380
111,5170,171,39,510
107,4200,161,31,410
122,5692,163,91,1183
115,5160,171,31,400
102,4410,155,23,300
103,4280,178,35,460
1504,9330,178,38,490
212,9600,177,57,740
207,9283,178,48,620
210,9074,180,102,1330
163,7470,181,61,790
119,5050,187,25,330
121,5980,175,38,490
117,5100,186,23,330
107,4590,132,38,490
141,6381,183,30,360
125,4800,109,15,200
187,7530,184,48,630
185,7800,173,51,660
55,2431,153,29,380
103,4540,172,25,330
105,4076,90,14,189
145,6240,189,84,1080
71,3300,138,19,305
145,6794,180,97,1170
109,4310,96,16,210
41,1900,153,3,40
44,1890,122,7,100
155,6957,172,73,950
73,3170,166,16,220
240,10610,171,81,1050
135,5732,168,50,650
66,2700,174,13,169
226,10110,176,69,900
105,4250,161,25,330
76,3374,177,65,850
152,6280,176,63,820
159,6793,183,66,860
167,7469,171,71,920
38,1980,141,28,360
98,3920,162,12,160
163,6930,175,65,860
91,3810,177,73,950
135,5900,185,107,1390
94,4100,133,47,610
66,3140,153,21,270
74,3256,168,67,870
147,6327,173,90,1170
158,6950,180,75,980
324,13360,179,60,790
224,9850,174,98,1274
66,2700,103,15,180
71,3190,174,36,470
119,5260,187,32,420
98,3890,138,26,340
98,4290,179,66,860
133,5670,181,38,500
64,2990,180,38,490
100,4285,179,14,190
95,4554,177,26,340
46,2000,169,7,90
52,2320,133,40,530
73,3130,179,25,330
63,2750,187,27,350
49,2340,169,11,140
79,3380,166,15,200
74,3300,63,14,180
71,3440,155,22,270
170,7388,181,80,1039
51,2310,170,14,180
50,2320,148,26,340
51,2250,166,25,330
106,4770,172,83,1080
47,2231,170,17,220
74,3250,158,22,289
161,6700,175,88,1140
155,6710,183,118,1540
40,1750,81,14,190
124,5300,152,56,730
144,6040,171,46,1000
120,5250,177,76,990
94,4005,140,29,370
120,5079,156,33,430
89,3600,160,31,410
177,7052,128,24,310
84,3440,123,28,360
79,3630,167,58,750
113,4835,154,46,600
202,8370,161,44,570
96,4154,155,36,470
166,6820,174,65,850
162,7000,171,64,830
166,7324,179,38,490
164,6952,182,94,1230
79,3540,164,44,570
78,3440,162,22,290
113,4970,185,20,260
120,5138,139,38,490
144,6235,181,51,663
150,6598,181,53,690
52,2490,172,10,130
58,2426,134,11,150
138,5986,177,94,1222
148,6210,184,45,590
150,6660,183,78,1014
57,2390,176,14,180
126,5740,172,87,1131
118,5056,182,38,490
200,8829,170,58,749
94,3840,134,19,250
127,5740,181,79,1030
79,3530,176,22,290
104,4110,152,28,360
124,5460,180,74,960
91,3980,159,28,360
100,4110,167,34,440
101,4880,177,75,980
61,2970,161,31,400
245,10798,173,104,1349
189,7150,129,36,470
136,5650,122,25,330
80,3410,162,58,763
79,3330,111,16,210
136,6180,158,38,490
74,2810,133,15,190
54,2410,142,36,470
136,6100,176,65,850
249,10740,178,78,690
127,5450,184,39,510
129,5840,176,37,480
138,5890,179,69,900
76,3350,162,46,600
110,4652,135,29,370
63,2740,163,27,350
102,4183,180,38,490
240,9200,99,45,590
82,3350,165,47,620
170,7170,145,56,730
89,3730,102,23,300
211,9668,184,92,1200
63,2875,168,38,490
116,4740,122,43,560
73,3390,183,16,210
118,5330,182,26,340
93,3700,150,52,680
97,4073,168,47,610
76,3240,99,2,30
109,5011,182,54,700
112,4848,144,58,750
95,4100,174,43,560
101,4390,181,16,210
102,4120,179,30,390
102,4320,180,73,950
120,5300,179,102,1310
62,2540,143,17,220
116,4643,111,31,400
86,3680,170,26,340
128,5280,174,28,360
94,4030,176,24,310
83,3510,169,35,460
104,4363,135,64,830
114,4820,158,52,680
128,5550,163,26,340
79,3550,177,32,420
110,5515,167,56,730
133,5374,180,78,1010
64,2800,126,38,490
138,5920,182,93,1210
54,2110,111,13,170
56,2640,170,25,330
43,2200,156,10,130
38,1900,168,12,160
40,2150,177,8,100
74,3000,94,20,260
122,4950,117,19,250
62,2800,180,16,210
138,5740,157,93,1210
68,2790,181,38,490
154,6470,171,49,640
43,1986,124,4,52
69,3122,165,9,120
107,4550,173,40,520
66,3080,163,44,580
146,6120,177,35,460
90,3880,174,38,490
36,1550,121,17,220
50,2050,155,39,510
43,1986,179,68,890
38,1850,144,32,430
36,1730,135,19,247
116,4970,180,30,390
163,7215,177,78,470
174,7580,175,34,440
39,1920,175,35,455
46,1810,174,13,170
163,7337,181,98,1270
108,5060,156,41,530
100,4450,151,24,310
102,4250,173,25,330
101,4680,177,62,810
62,2830,169,34,430
98,4123,140,32,420
107,4740,183,42,550
40,1850,159,3,40
230,10190,177,38,490
236,10230,167,77,1000
77,3010,130,38,490
77,3310,175,33,429
114,4660,176,21,270
123,5640,175,16,210
112,4600,174,38,490
34,1660,170,51,660
29,1420,175,29,380
44,2100,151,10,130
164,7260,156,72,940
177,7995,169,38,490
109,4670,171,29,380
166,7110,181,54,710
217,9138,171,70,910
158,6975,179,73,950
57,2553,170,50,650
179,7752,180,71,920
144,6022,181,45,590
131,5787,169,47,712
143,6230,182,40,550
148,6190,170,23,300
108,4820,177,38,490
126,5401,180,33,430
153,6700,182,70,910
127,5691,179,38,490
125,5050,182,58,740
133,5950,177,23,300
143,6431,182,38,490
119,5070,181,38,490
141,5650,179,38,490
119,4889,177,19,250
92,4030,147,27,350
132,6000,180,42,550
102,4780,183,38,490
186,7600,172,43,560
110,4860,185,20,260
114,4890,187,22,290
103,4458,175,70,470
130,5890,182,59,770
55,2485,164,38,490
83,3328,139,38,490
123,5250,174,52,680
106,4712,173,30,390
102,4321,176,31,400
102,4270,164,38,500
142,5988,169,19,250
144,6377,178,80,1040
236,10190,184,105,1370
142,6331,176,73,950
61,3070,145,46,600
109,5000,176,84,1090
130,5480,159,23,300
211,8975,176,56,730
134,5630,184,78,1020
106,4600,176,63,690
180,7630,137,57,740
192,8560,186,67,870
102,4575,182,23,300
164,7342,182,53,690
62,2610,175,24,310
217,9220,169,56,730
136,5701,165,29,370
146,6510,179,100,1300
151,6670,180,38,490
163,7230,178,83,1070
302,11561,111,60,780
170,7450,170,60,780
150,6394,168,29,380
89,3780,176,33,430
93,3980,181,48,630
101,4358,152,29,390
94,4170,157,27,350
174,7660,175,76,990
125,5123,151,50,650
104,4284,177,76,990
212,9210,173,101,1310
103,4400,176,17,220
65,2830,176,21,270
82,3270,143,20,260
124,5190,159,32,416
62,2830,179,23,300
56,2780,181,24,310
83,3590,176,53,690
44,1970,175,13,170
65,2650,180,5,70
49,2290,175,14,180
126,5456,178,47,610
156,6807,171,60,780
132,5970,188,50,650
179,7130,156,58,750
118,5160,174,61,800
72,3029,160,38,490
75,3088,149,34,440
169,7600,171,47,610
176,7687,182,41,530
109,4794,182,95,1240
157,6760,141,62,810
172,7350,176,25,330
102,4730,178,32,420
129,5970,181,58,750
82,3566,166,22,290
107,5056,176,57,260
48,2280,179,15,190
66,3000,170,38,490
97,3780,157,39,510
126,5200,155,19,250
127,5660,178,24,310
73,3610,173,34,430
77,3370,139,37,480
163,6794,181,80,1040
132,5920,187,80,1040
148,6600,185,63,820
79,3640,151,53,690
157,6540,179,69,900
116,4980,151,38,490
150,6420,174,97,1260
134,5760,156,35,460
187,7513,150,58,760
37,1570,142,22,290
164,7374,175,50,650
135,5780,162,38,490
105,4520,185,82,1070
73,3250,182,62,810
118,5230,176,134,1280
66,3130,174,17,202
85,3670,176,29,380
151,7088,175,60,780
166,7229,174,12,160
122,4760,129,19,250
89,4110,181,31,400
84,3580,163,40,520
149,6530,166,108,1404
44,2240,167,13,170
39,1800,181,38,490
54,1960,86,4,50
125,5401,179,75,975
130,5551,175,21,270
187,8503,189,136,1768
220,9890,175,105,1370
122,5440,168,72,940
126,5610,176,61,793
97,3923,174,46,350
132,5900,185,34,440
154,6760,184,118,1530
134,6000,180,73,950
146,6100,174,55,710
169,7570,171,92,1200
120,5170,183,37,480
259,10490,162,72,940
97,3820,167,38,490
70,3053,170,40,510
107,4500,171,69,890
38,1730,181,38,350
82,3309,136,11,140
80,3490,176,18,230
235,9860,179,81,1050
241,10217,171,86,1120
111,4720,174,22,290
128,5880,180,25,330
144,6485,185,66,270
173,7620,173,24,310
78,3300,180,17,220
255,10950,167,68,880
103,4220,175,65,850
73,3090,150,20,260
135,6010,181,67,870
178,7850,165,30,390
84,3430,169,15,200
97,4000,155,26,350
101,4313,164,32,420
97,4280,177,26,330
128,5380,174,38,490
108,4660,174,49,630
65,3116,138,33,530
78,3430,144,29,360
170,6900,180,39,510
63,2790,159,31,410
75,3302,177,17,200
97,4040,168,22,290
60,2381,156,23,300
77,3347,169,58,750
154,6616,180,68,880
206,8840,175,56,730
70,3170,135,18,230
115,5020,177,83,1080
108,4676,169,30,390
160,7170,183,83,1080
56,2800,164,21,270
43,2118,183,17,230
113,5010,166,92,810
124,5110,164,89,1160
137,5750,169,63,820
139,5950,173,26,340
112,4800,177,37,480
141,5480,180,19,250
135,5869,183,32,420
86,3805,178,38,500
162,7280,184,61,790
152,6740,179,67,870
141,6250,171,71,920
87,3710,134,20,260
56,2510,139,14,180
206,9533,188,62,800
38,1850,155,5,70
97,4300,165,86,1120
83,3900,166,36,480
107,4410,135,29,390
52,2771,182,38,490
146,6650,168,54,700
110,4950,185,41,530
84,3510,174,35,450
86,3564,172,24,310
153,6680,181,44,570
148,6272,184,80,490
70,2950,134,17,220
67,3269,169,44,584
50,2222,157,24,320
48,2200,162,18,230
110,4600,161,31,400
78,3061,127,19,250
61,2580,138,38,490
48,2290,169,52,676
100,4370,186,36,470
132,5550,160,53,690
40,2163,171,27,351
252,10600,179,95,1539
44,2070,117,13,169
43,2040,179,82,1066
162,7130,181,71,923
96,4300,112,29,380
91,3750,164,50,650
128,5300,183,44,570
190,8180,181,46,600
167,7238,166,48,620
161,7000,183,84,490
40,1830,153,7,90
120,5600,188,88,1144
151,6440,180,41,530
109,4367,167,27,350
82,3550,174,23,300
83,3682,153,52,680
30,1400,177,43,560
47,2200,175,47,610
112,5130,180,43,560
114,4885,144,23,300
104,4680,181,25,320
158,6310,176,38,490
82,3274,138,30,390
136,5690,150,30,390
83,3290,126,27,350
151,6740,181,66,860
110,4740,182,30,390
53,2080,93,38,490
111,4710,177,37,490
129,5596,184,39,510
128,5590,180,59,770
166,6739,177,45,590
98,4280,169,30,400
78,3190,175,73,950
152,6671,181,30,390
147,6363,169,44,570
60,2800,169,11,140
55,2600,168,18,230
57,2650,184,11,140
122,5350,183,39,500
37,1700,173,4,50
147,6570,182,38,490
57,2816,175,59,767
125,5300,177,16,210
156,6925,180,78,1010
120,5720,174,24,310
101,4213,164,38,490
94,4410,176,18,230
182,8140,189,112,1450
129,5564,184,38,490
141,6440,180,51,660
156,6916,179,84,1090
168,7330,182,99,1290
148,6262,179,38,490
146,6580,176,78,1010
55,2540,167,38,490
135,5790,159,43,569
88,3456,102,38,490
113,5120,177,64,943
108,4743,174,27,345
142,5960,185,45,632
101,4100,174,22,281
102,3930,124,16,210
131,5963,176,42,550
128,5770,182,113,1470
96,4130,178,70,910
40,1880,153,2,30
152,6508,137,23,300
76,3370,166,54,702
149,6277,183,79,1030
243,10462,181,83,1080
137,6200,187,38,490
95,3380,65,38,490
125,5630,179,68,880
142,5480,160,18,230
138,5785,178,91,1180
260,11337,178,38,490
171,7623,178,60,780
96,4170,162,34,440
127,5760,175,28,360
48,2130,179,3,40
174,7310,180,83,710
146,6490,172,55,490
116,5120,160,36,340
298,12313,186,46,600
236,10420,182,124,1610
103,4410,168,16,220
95,4340,182,38,500
108,4630,166,53,690
72,3000,133,24,310
77,3483,145,29,380
80,3490,182,27,350
81,3310,166,28,360
50,2340,163,12,160
141,5880,183,68,880
139,5980,179,94,1230
67,2820,156,33,210
72,3010,170,33,430
99,4420,137,76,900
131,6150,182,57,740
68,3300,178,8,100
63,2700,181,28,364
142,6100,161,45,590
102,4100,140,20,260
54,2390,161,38,490
69,3030,187,26,340
60,3010,170,30,390
57,2900,164,12,160
78,3330,175,27,350
32,1510,151,38,490
